\INPUT_FILE = /exodata/ETSS-prep/KELT/doN02/raw/KELT_N02_lc_000035_V01_east_raw.dat
 2454039.739530 12.62087 0.00001 
 2454039.744150 12.62086 0.00001 
 2454039.748771 12.62085 0.00001 
 2454039.753393 12.62073 0.00024 
 2454039.758013 12.62285 0.00163 
 2454039.762634 12.60894 0.00325 
 2454039.767256 12.62669 0.00318 
 2454039.771875 12.62010 0.00310 
 2454039.776495 12.62149 0.00314 
 2454039.781115 12.61896 0.00325 
 2454040.731146 12.62096 0.00002 
 2454040.740386 12.62017 0.00005 
 2454040.754245 12.62168 0.00078 
 2454040.758865 12.63044 0.00329 
 2454040.763485 12.62828 0.00329 
 2454040.768107 12.62753 0.00331 
 2454040.772728 12.62679 0.00330 
 2454040.777349 12.63056 0.00331 
 2454048.666500 12.62086 0.00001 
 2454048.671019 12.62086 0.00001 
 2454048.675540 12.62086 0.00001 
 2454048.680900 12.62086 0.00001 
 2454048.686262 12.62086 0.00001 
 2454048.691624 12.62086 0.00001 
 2454048.696984 12.62086 0.00001 
 2454048.699084 12.62086 0.00001 
 2454048.703605 12.62086 0.00001 
 2454048.708124 12.62086 0.00001 
 2454048.712704 12.62086 0.00001 
 2454048.717223 12.62086 0.00001 
 2454048.721743 12.62086 0.00001 
 2454048.726267 12.62085 0.00001 
 2454048.730787 12.62087 0.00001 
 2454048.735304 12.62089 0.00007 
 2454048.739824 12.62014 0.00101 
 2454048.744344 12.61941 0.00336 
 2454048.748864 12.62192 0.00345 
 2454048.753384 12.63173 0.00335 
 2454050.661443 12.62086 0.00001 
 2454050.665961 12.62086 0.00001 
 2454050.670486 12.62086 0.00001 
 2454050.675859 12.62086 0.00001 
 2454050.681227 12.62086 0.00001 
 2454050.686590 12.62086 0.00001 
 2454050.691959 12.62086 0.00001 
 2454050.694063 12.62086 0.00001 
 2454050.698585 12.62086 0.00001 
 2454050.703103 12.62086 0.00001 
 2454050.707628 12.62086 0.00001 
 2454050.712143 12.62086 0.00001 
 2454050.721189 12.62085 0.00001 
 2454050.725707 12.62087 0.00001 
 2454050.730228 12.62087 0.00003 
 2454050.734754 12.62096 0.00019 
 2454050.739272 12.60694 0.00302 
 2454050.743796 12.61703 0.00302 
 2454050.748318 12.61073 0.00304 
 2454052.657430 12.62085 0.00001 
 2454052.661956 12.62086 0.00001 
 2454052.666475 12.62086 0.00001 
 2454052.671844 12.62086 0.00001 
 2454052.677207 12.62086 0.00001 
 2454052.682575 12.62086 0.00001 
 2454052.687946 12.62086 0.00001 
 2454052.690052 12.62086 0.00001 
 2454052.694574 12.62086 0.00001 
 2454052.699097 12.62086 0.00001 
 2454052.703616 12.62087 0.00001 
 2454052.708139 12.62086 0.00001 
 2454052.712656 12.62088 0.00001 
 2454052.717178 12.62089 0.00001 
 2454052.721694 12.62085 0.00006 
 2454052.730734 12.60748 0.00301 
 2454052.735259 12.61190 0.00291 
 2454052.739783 12.61337 0.00287 
 2454052.744299 12.62241 0.00304 
 2454053.651245 12.62086 0.00001 
 2454053.655770 12.62086 0.00001 
 2454053.660295 12.62086 0.00001 
 2454053.664818 12.62086 0.00001 
 2454053.670182 12.62086 0.00001 
 2454053.675551 12.62086 0.00001 
 2454053.680921 12.62086 0.00001 
 2454053.686292 12.62086 0.00001 
 2454053.688397 12.62086 0.00001 
 2454053.692922 12.62086 0.00001 
 2454053.697438 12.62086 0.00001 
 2454053.706490 12.62086 0.00001 
 2454053.711014 12.62087 0.00001 
 2454053.715536 12.62087 0.00001 
 2454053.720054 12.62082 0.00018 
 2454053.724578 12.61806 0.00182 
 2454053.729100 12.61933 0.00279 
 2454053.733619 12.61124 0.00281 
 2454053.738144 12.60201 0.00286 
 2454053.742669 12.61422 0.00284 
 2454054.652340 12.62086 0.00001 
 2454054.656858 12.62086 0.00001 
 2454054.661383 12.62086 0.00001 
 2454054.666755 12.62086 0.00001 
 2454054.672125 12.62086 0.00001 
 2454054.677497 12.62086 0.00001 
 2454054.682867 12.62086 0.00001 
 2454054.684971 12.62086 0.00001 
 2454054.689493 12.62087 0.00001 
 2454054.694012 12.62086 0.00001 
 2454054.698536 12.62086 0.00001 
 2454054.703058 12.62086 0.00001 
 2454054.707575 12.62087 0.00001 
 2454054.712099 12.62087 0.00001 
 2454054.716624 12.62084 0.00007 
 2454054.721147 12.61878 0.00279 
 2454054.725665 12.61593 0.00282 
 2454054.730189 12.61229 0.00283 
 2454054.734714 12.61696 0.00271 
 2454054.739238 12.61137 0.00275 
 2454055.646626 12.62086 0.00001 
 2454055.651150 12.62086 0.00001 
 2454055.655676 12.62086 0.00001 
 2454055.661040 12.62086 0.00001 
 2454055.666408 12.62086 0.00001 
 2454055.671778 12.62086 0.00001 
 2454055.677148 12.62086 0.00001 
 2454055.679253 12.62086 0.00001 
 2454055.683777 12.62086 0.00001 
 2454055.688302 12.62086 0.00001 
 2454055.692827 12.62086 0.00001 
 2454055.697343 12.62085 0.00001 
 2454055.701867 12.62086 0.00001 
 2454055.706389 12.62085 0.00001 
 2454055.710907 12.62090 0.00003 
 2454055.715432 12.62080 0.00027 
 2454055.719956 12.61894 0.00246 
 2454055.724473 12.61573 0.00282 
 2454055.728997 12.62302 0.00278 
 2454055.733520 12.62544 0.00275 
 2454056.647318 12.62086 0.00001 
 2454056.651837 12.62086 0.00001 
 2454056.656361 12.62086 0.00001 
 2454056.661723 12.62086 0.00001 
 2454056.667091 12.62086 0.00001 
 2454056.672454 12.62086 0.00001 
 2454056.677821 12.62086 0.00001 
 2454056.679924 12.62086 0.00001 
 2454056.684448 12.62086 0.00001 
 2454056.688972 12.62086 0.00001 
 2454056.693492 12.62087 0.00001 
 2454056.698015 12.62086 0.00001 
 2454056.702537 12.62087 0.00001 
 2454056.707056 12.62087 0.00001 
 2454056.711581 12.62088 0.00004 
 2454056.716105 12.62036 0.00103 
 2454056.720631 12.62327 0.00280 
 2454056.725154 12.62904 0.00285 
 2454056.729671 12.61713 0.00282 
 2454056.734196 12.62228 0.00278 
 2454057.641528 12.62086 0.00001 
 2454057.646052 12.62086 0.00001 
 2454057.650575 12.62086 0.00001 
 2454057.655939 12.62086 0.00001 
 2454057.661302 12.62086 0.00001 
 2454057.666667 12.62086 0.00001 
 2454057.672036 12.62086 0.00001 
 2454057.677400 12.62086 0.00001 
 2454057.679503 12.62086 0.00001 
 2454057.684026 12.62086 0.00001 
 2454057.688542 12.62086 0.00001 
 2454057.693066 12.62086 0.00001 
 2454057.697587 12.62086 0.00001 
 2454057.702107 12.62086 0.00001 
 2454057.706631 12.62084 0.00006 
 2454057.711156 12.61999 0.00091 
 2454057.715681 12.61917 0.00288 
 2454057.720203 12.61912 0.00283 
 2454057.724722 12.62280 0.00281 
 2454057.729246 12.62128 0.00291 
 2454058.641923 12.62086 0.00001 
 2454058.646443 12.62086 0.00001 
 2454058.650963 12.62086 0.00001 
 2454058.656328 12.62086 0.00001 
 2454058.661697 12.62086 0.00001 
 2454058.667066 12.62086 0.00001 
 2454058.672429 12.62086 0.00001 
 2454058.674533 12.62086 0.00001 
 2454058.679057 12.62086 0.00001 
 2454058.683579 12.62086 0.00001 
 2454058.688097 12.62085 0.00001 
 2454058.692621 12.62086 0.00001 
 2454058.697147 12.62086 0.00001 
 2454058.701672 12.62087 0.00001 
 2454058.706194 12.62093 0.00021 
 2454058.710713 12.61716 0.00180 
 2454058.715237 12.61023 0.00277 
 2454058.719762 12.61248 0.00273 
 2454058.724285 12.61474 0.00279 
 2454058.728802 12.61631 0.00276 
 2454059.580521 12.62086 0.00001 
 2454059.585045 12.62086 0.00001 
 2454059.589567 12.62086 0.00001 
 2454059.594085 12.62086 0.00001 
 2454059.598608 12.62086 0.00001 
 2454059.603125 12.62086 0.00001 
 2454059.607649 12.62086 0.00001 
 2454059.612171 12.62086 0.00001 
 2454059.616690 12.62086 0.00001 
 2454059.621213 12.62086 0.00001 
 2454059.625736 12.62086 0.00001 
 2454059.630255 12.62086 0.00001 
 2454059.634780 12.62086 0.00001 
 2454059.639301 12.62086 0.00001 
 2454059.643819 12.62086 0.00001 
 2454059.648340 12.62086 0.00001 
 2454059.653704 12.62086 0.00001 
 2454059.659067 12.62086 0.00001 
 2454059.664434 12.62086 0.00001 
 2454059.666537 12.62086 0.00001 
 2454059.671060 12.62086 0.00001 
 2454059.675579 12.62086 0.00001 
 2454059.680103 12.62086 0.00001 
 2454059.684625 12.62086 0.00001 
 2454059.689144 12.62086 0.00001 
 2454059.693667 12.62087 0.00001 
 2454059.698190 12.62087 0.00001 
 2454059.702708 12.62085 0.00007 
 2454059.707232 12.61335 0.00277 
 2454059.711754 12.61240 0.00286 
 2454059.716273 12.61192 0.00284 
 2454059.720797 12.62121 0.00277 
 2454059.725318 12.61504 0.00279 
 2454060.580529 12.62086 0.00001 
 2454060.585051 12.62086 0.00001 
 2454060.589569 12.62086 0.00001 
 2454060.594094 12.62086 0.00001 
 2454060.598617 12.62086 0.00001 
 2454060.603135 12.62086 0.00001 
 2454060.607659 12.62086 0.00001 
 2454060.612185 12.62086 0.00001 
 2454060.616710 12.62086 0.00001 
 2454060.621233 12.62086 0.00001 
 2454060.625750 12.62086 0.00001 
 2454060.630275 12.62086 0.00001 
 2454060.634796 12.62086 0.00001 
 2454060.639314 12.62086 0.00001 
 2454060.643840 12.62086 0.00001 
 2454060.649210 12.62086 0.00001 
 2454060.654581 12.62086 0.00001 
 2454060.659952 12.62086 0.00001 
 2454060.665322 12.62086 0.00001 
 2454060.667427 12.62086 0.00001 
 2454060.671947 12.62086 0.00001 
 2454060.676475 12.62087 0.00001 
 2454060.680994 12.62087 0.00001 
 2454060.685518 12.62087 0.00001 
 2454060.690040 12.62086 0.00001 
 2454060.694558 12.62087 0.00001 
 2454060.699081 12.62086 0.00007 
 2454060.705749 12.61092 0.00278 
 2454060.710272 12.61552 0.00276 
 2454060.714790 12.62275 0.00271 
 2454060.719313 12.60488 0.00279 
 2454060.723837 12.61166 0.00272 
 2454061.580528 12.62086 0.00001 
 2454061.585051 12.62086 0.00001 
 2454061.589570 12.62086 0.00001 
 2454061.594095 12.62086 0.00001 
 2454061.598620 12.62086 0.00001 
 2454061.603145 12.62086 0.00001 
 2454061.607668 12.62086 0.00001 
 2454061.612184 12.62086 0.00001 
 2454061.616709 12.62086 0.00001 
 2454061.621231 12.62086 0.00001 
 2454061.625749 12.62086 0.00001 
 2454061.630274 12.62086 0.00001 
 2454061.634800 12.62086 0.00001 
 2454061.639326 12.62086 0.00001 
 2454061.644689 12.62086 0.00001 
 2454061.650057 12.62086 0.00001 
 2454061.655425 12.62086 0.00001 
 2454061.660795 12.62086 0.00001 
 2454061.662893 12.62086 0.00001 
 2454061.667415 12.62086 0.00001 
 2454061.671937 12.62085 0.00001 
 2454061.676463 12.62086 0.00001 
 2454061.680989 12.62085 0.00001 
 2454061.685514 12.62086 0.00001 
 2454061.690033 12.62087 0.00001 
 2454061.694557 12.62089 0.00002 
 2454061.699080 12.62001 0.00110 
 2454061.703604 12.62132 0.00273 
 2454061.708131 12.62056 0.00271 
 2454061.712655 12.61620 0.00269 
 2454061.717174 12.60875 0.00269 
 2454066.579809 12.62086 0.00001 
 2454066.584334 12.62086 0.00001 
 2454066.588851 12.62086 0.00001 
 2454066.593373 12.62086 0.00001 
 2454066.597899 12.62086 0.00001 
 2454066.602417 12.62086 0.00001 
 2454066.606942 12.62086 0.00001 
 2454066.611464 12.62086 0.00001 
 2454066.615989 12.62086 0.00001 
 2454066.620509 12.62085 0.00001 
 2454066.625032 12.62086 0.00001 
 2454066.629556 12.62086 0.00001 
 2454066.634920 12.62086 0.00001 
 2454066.640289 12.62086 0.00001 
 2454066.645658 12.62086 0.00001 
 2454066.647762 12.62086 0.00001 
 2454066.652278 12.62086 0.00001 
 2454066.656802 12.62086 0.00001 
 2454066.661325 12.62084 0.00001 
 2454066.665849 12.62083 0.00001 
 2454066.670365 12.62088 0.00001 
 2454066.679406 12.62092 0.00002 
 2454066.683931 12.62104 0.00020 
 2454066.688452 12.62415 0.00171 
 2454066.692972 12.61301 0.00300 
 2454066.697497 12.62106 0.00252 
 2454066.702021 12.61114 0.00320 
 2454066.706547 12.68383 0.00326 
 2454077.579764 12.62086 0.00001 
 2454077.584281 12.62086 0.00001 
 2454077.588794 12.62086 0.00001 
 2454077.593309 12.62086 0.00001 
 2454077.597830 12.62085 0.00001 
 2454077.603194 12.62086 0.00001 
 2454077.613925 12.62086 0.00001 
 2454077.619287 12.62086 0.00001 
 2454077.621395 12.62086 0.00001 
 2454077.625912 12.62086 0.00001 
 2454077.630425 12.62086 0.00001 
 2454077.634939 12.62086 0.00001 
 2454077.639453 12.62086 0.00001 
 2454077.643967 12.62087 0.00001 
 2454077.648480 12.62089 0.00003 
 2454077.653002 12.62093 0.00027 
 2454077.657522 12.60341 0.00335 
 2454077.662044 12.61923 0.00342 
 2454077.666559 12.61540 0.00335 
 2454077.671072 12.62180 0.00326 
 2454077.675584 12.62178 0.00327 
 2454078.579757 12.62086 0.00001 
 2454078.584280 12.62086 0.00001 
 2454078.588798 12.62086 0.00001 
 2454078.593311 12.62086 0.00001 
 2454078.604034 12.62086 0.00001 
 2454078.609394 12.62086 0.00001 
 2454078.614762 12.62086 0.00001 
 2454078.616870 12.62086 0.00001 
 2454078.621392 12.62086 0.00001 
 2454078.625905 12.62086 0.00001 
 2454078.630419 12.62086 0.00001 
 2454078.634933 12.62086 0.00001 
 2454078.639446 12.62086 0.00001 
 2454078.643962 12.62088 0.00001 
 2454078.648475 12.62085 0.00006 
 2454078.652989 12.61675 0.00185 
 2454078.657502 12.60848 0.00287 
 2454078.662016 12.61920 0.00286 
 2454078.666530 12.61893 0.00290 
 2454078.671044 12.61198 0.00292 
 2454079.667575 12.62650 0.00273 
 2454080.579729 12.62086 0.00001 
 2454080.584243 12.62086 0.00001 
 2454080.588759 12.62086 0.00001 
 2454080.599487 12.62086 0.00001 
 2454080.604850 12.62086 0.00001 
 2454080.610210 12.62086 0.00001 
 2454080.612318 12.62086 0.00001 
 2454080.616835 12.62085 0.00001 
 2454080.621349 12.62086 0.00001 
 2454080.625864 12.62085 0.00001 
 2454080.630378 12.62086 0.00001 
 2454080.634893 12.62087 0.00001 
 2454080.639418 12.62089 0.00003 
 2454080.643933 12.62078 0.00030 
 2454080.648455 12.62159 0.00221 
 2454080.652970 12.60901 0.00279 
 2454080.657483 12.61532 0.00279 
 2454080.662000 12.61948 0.00281 
 2454080.666523 12.62319 0.00280 
 2454081.580718 12.62086 0.00001 
 2454081.585239 12.62086 0.00001 
 2454081.590603 12.62086 0.00001 
 2454081.595973 12.62086 0.00001 
 2454081.601342 12.62086 0.00001 
 2454081.606711 12.62086 0.00001 
 2454081.608820 12.62086 0.00001 
 2454081.613340 12.62086 0.00001 
 2454081.617854 12.62086 0.00001 
 2454081.622368 12.62086 0.00001 
 2454081.626882 12.62086 0.00001 
 2454081.631397 12.62086 0.00001 
 2454081.635918 12.62087 0.00001 
 2454081.640443 12.62086 0.00006 
 2454081.644959 12.61168 0.00208 
 2454081.649483 12.61026 0.00278 
 2454081.653999 12.61476 0.00280 
 2454081.658514 12.60723 0.00285 
 2454081.663037 12.61089 0.00283 
 2454082.580708 12.62086 0.00001 
 2454082.595951 12.62085 0.00001 
 2454082.601323 12.62086 0.00001 
 2454082.603432 12.62086 0.00001 
 2454082.607947 12.62086 0.00001 
 2454082.616975 12.62087 0.00001 
 2454082.630517 12.62087 0.00001 
 2454082.639545 12.62055 0.00040 
 2454082.644059 12.61071 0.00299 
 2454082.653086 12.60282 0.00277 
 2454082.657601 12.57567 0.00292 
 2454082.662115 12.61605 0.00296 
 2454083.580709 12.62086 0.00001 
 2454083.586072 12.62086 0.00001 
 2454083.591437 12.62086 0.00001 
 2454083.596800 12.62086 0.00001 
 2454083.602167 12.62086 0.00001 
 2454083.604270 12.62086 0.00001 
 2454083.613299 12.62086 0.00001 
 2454083.617814 12.62086 0.00001 
 2454083.626842 12.62087 0.00001 
 2454083.635870 12.62081 0.00026 
 2454083.640384 12.61328 0.00250 
 2454083.644898 12.60436 0.00292 
 2454083.649412 12.62382 0.00295 
 2454083.653926 12.62066 0.00291 
 2454093.581229 12.61566 0.00302 
 2454093.585959 12.61987 0.00308 
 2454093.590688 12.61688 0.00305 
 2454093.595418 12.61475 0.00300 
 2454093.600146 12.62231 0.00296 
 2454093.604873 12.61314 0.00302 
 2454093.609602 12.61557 0.00310 
 2454093.614332 12.62500 0.00283 
 2454093.619059 12.61505 0.00303 
 2454093.623785 12.62718 0.00288 
 2454093.628516 12.61688 0.00295 
 2454093.633243 12.61261 0.00296 
 2454107.587528 12.61605 0.00281 
 2454107.592258 12.63234 0.00277 
 2454108.588224 12.61737 0.00271 
 2454362.811812 12.62501 0.00295 
 2454362.822059 12.62010 0.00295 
 2454362.827601 12.62153 0.00295 
 2454362.833143 12.63070 0.00280 
 2454362.835339 12.62682 0.00281 
 2454362.840036 12.62637 0.00289 
 2454362.844725 12.61713 0.00286 
 2454362.849430 12.63309 0.00276 
 2454362.854127 12.62696 0.00288 
 2454362.858823 12.62965 0.00278 
 2454362.863510 12.62047 0.00283 
 2454362.868216 12.63562 0.00274 
 2454362.872913 12.61452 0.00276 
 2454362.877610 12.63051 0.00279 
 2454362.882298 12.61761 0.00278 
 2454362.887004 12.63010 0.00272 
 2454362.891700 12.63429 0.00269 
 2454362.896397 12.62616 0.00275 
 2454363.802049 12.63641 0.00284 
 2454363.806757 12.62296 0.00279 
 2454363.811465 12.62890 0.00282 
 2454363.817020 12.62972 0.00279 
 2454363.822575 12.62278 0.00275 
 2454363.828129 12.61957 0.00261 
 2454363.833682 12.62602 0.00269 
 2454363.835883 12.63081 0.00269 
 2454363.840589 12.61074 0.00274 
 2454363.845296 12.62415 0.00268 
 2454363.850002 12.61816 0.00279 
 2454363.854707 12.61808 0.00272 
 2454363.859413 12.62287 0.00278 
 2454363.864119 12.62615 0.00259 
 2454363.868825 12.61606 0.00274 
 2454363.873532 12.61700 0.00271 
 2454363.878238 12.61806 0.00278 
 2454363.882944 12.62884 0.00259 
 2454363.887652 12.61944 0.00267 
 2454363.892358 12.62286 0.00268 
 2454378.760995 12.67918 0.00598 
 2454378.765697 12.54536 0.00644 
 2454378.770400 12.65662 0.00224 
 2454378.775947 12.72473 0.00184 
 2454378.792593 12.63087 0.00299 
 2454378.804192 12.65093 0.00231 
 2454378.818299 12.62129 0.00285 
 2454378.823001 12.61701 0.00392 
 2454378.827703 12.53488 0.00467 
 2454379.801083 12.62819 0.00237 
 2454380.757100 12.71611 0.01498 
 2454380.761807 12.62405 0.00306 
 2454380.766514 12.62697 0.00291 
 2454380.772070 12.63255 0.00277 
 2454381.774033 12.61379 0.00286 
 2454381.779582 12.62757 0.00280 
 2454381.781780 12.61923 0.00284 
 2454381.786482 12.60972 0.00288 
 2454381.791186 12.61332 0.00286 
 2454381.795882 12.62057 0.00281 
 2454381.800593 12.61211 0.00283 
 2454381.805296 12.61655 0.00282 
 2454381.809999 12.62443 0.00272 
 2454381.814698 12.61443 0.00269 
 2454381.819406 12.62432 0.00260 
 2454381.824111 12.61998 0.00275 
 2454381.828812 12.61522 0.00254 
 2454381.833516 12.61613 0.00269 
 2454381.838216 12.62617 0.00259 
 2454381.842917 12.61291 0.00271 
 2454382.746250 12.62231 0.00282 
 2454382.750956 12.62682 0.00285 
 2454382.755662 12.62137 0.00287 
 2454382.760369 12.61892 0.00282 
 2454382.765923 12.62246 0.00278 
 2454382.771476 12.61458 0.00283 
 2454382.777030 12.61800 0.00285 
 2454382.779231 12.61272 0.00285 
 2454382.783922 12.62176 0.00280 
 2454382.788644 12.61910 0.00275 
 2454382.793352 12.62418 0.00278 
 2454382.798060 12.61957 0.00275 
 2454382.802760 12.62077 0.00275 
 2454382.807473 12.62225 0.00269 
 2454382.812182 12.62154 0.00281 
 2454382.816886 12.61237 0.00270 
 2454382.821589 12.61870 0.00281 
 2454382.826288 12.62504 0.00265 
 2454382.831003 12.61939 0.00268 
 2454382.835710 12.61531 0.00277 
 2454382.840417 12.61596 0.00276 
 2454384.745157 12.62032 0.00284 
 2454384.749865 12.62103 0.00288 
 2454384.754571 12.61772 0.00281 
 2454384.760120 12.62825 0.00277 
 2454384.765672 12.61857 0.00280 
 2454384.771224 12.61916 0.00288 
 2454384.773426 12.61172 0.00290 
 2454384.778130 12.61442 0.00283 
 2454384.782826 12.62286 0.00279 
 2454384.787542 12.61770 0.00279 
 2454384.792246 12.61369 0.00286 
 2454384.796954 12.61612 0.00279 
 2454384.801654 12.61699 0.00274 
 2454384.806372 12.61776 0.00278 
 2454384.811079 12.61993 0.00269 
 2454384.815787 12.61773 0.00281 
 2454384.820485 12.61824 0.00266 
 2454384.825198 12.61896 0.00269 
 2454384.829905 12.61737 0.00274 
 2454384.834609 12.62081 0.00272 
 2454385.738727 12.61258 0.00275 
 2454385.743430 12.61946 0.00270 
 2454385.748133 12.60611 0.00281 
 2454385.752836 12.61565 0.00278 
 2454385.758385 12.61885 0.00269 
 2454385.763935 12.60897 0.00275 
 2454385.769482 12.61317 0.00270 
 2454385.771679 12.62217 0.00268 
 2454385.776383 12.61599 0.00274 
 2454385.781089 12.61875 0.00272 
 2454385.785792 12.62140 0.00268 
 2454385.790495 12.62162 0.00272 
 2454385.795199 12.61235 0.00272 
 2454385.799903 12.61705 0.00268 
 2454385.804606 12.61996 0.00270 
 2454385.809308 12.62064 0.00265 
 2454385.814010 12.61625 0.00276 
 2454385.818714 12.61453 0.00268 
 2454385.823417 12.63518 0.00257 
 2454385.828119 12.61979 0.00270 
 2454385.832820 12.61948 0.00267 
 2454386.739956 12.62331 0.00276 
 2454386.744658 12.62058 0.00283 
 2454386.749361 12.62114 0.00274 
 2454386.754911 12.62146 0.00283 
 2454386.760459 12.61564 0.00282 
 2454386.766009 12.63021 0.00272 
 2454386.768209 12.62441 0.00274 
 2454386.772913 12.60869 0.00283 
 2454386.777616 12.61619 0.00282 
 2454386.782319 12.62164 0.00275 
 2454386.787024 12.60734 0.00284 
 2454386.791727 12.61677 0.00283 
 2454386.796430 12.62172 0.00276 
 2454386.801133 12.62118 0.00273 
 2454386.805838 12.62673 0.00262 
 2454386.810541 12.61735 0.00284 
 2454386.815243 12.61049 0.00268 
 2454386.819950 12.61645 0.00275 
 2454386.824654 12.62107 0.00271 
 2454386.829357 12.61235 0.00277 
 2454387.727807 12.61668 0.00290 
 2454387.732509 12.61162 0.00290 
 2454387.737210 12.61635 0.00281 
 2454387.741915 12.61235 0.00294 
 2454387.752163 12.61119 0.00288 
 2454387.757714 12.61779 0.00285 
 2454387.759912 12.61228 0.00290 
 2454387.764616 12.61458 0.00284 
 2454387.769320 12.61045 0.00287 
 2454387.774024 12.61940 0.00279 
 2454387.778727 12.61166 0.00273 
 2454387.783429 12.61214 0.00270 
 2454387.788133 12.61257 0.00279 
 2454387.792835 12.61712 0.00278 
 2454387.797539 12.60943 0.00271 
 2454387.802243 12.61517 0.00271 
 2454387.806950 12.61973 0.00277 
 2454387.811655 12.61279 0.00267 
 2454387.816349 12.61099 0.00279 
 2454387.821060 12.62534 0.00269 
 2454387.825764 12.61089 0.00276 
 2454388.728374 12.61868 0.00295 
 2454388.733084 12.62384 0.00296 
 2454388.752777 12.60969 0.00288 
 2454388.758336 12.61803 0.00288 
 2454388.760538 12.60571 0.00287 
